textID,selected_text,processed_text,sentiment,sentiment_label
af63915fa9,I`m leaving work now. Trying to decide if I return on Sunday afternoon or Monday 4 am to meet a noon (UK time) deadline.,leaving work trying decide return sunday afternoon monday 4 meet noon uk time deadline,0.0,neutral
eb2fc4d281,hope,hope,0.0,neutral
f9382a1f7b,"oooh, sunshine! A patch of sunshine! And it will be gone by the time I leave work and replaced with rain.  /vent",oooh sunshine patch sunshine gone time leave work replaced rain,0.0,neutral
54670ca807,skype call with billie but my webcam dont work,skype call billie webcam dont work,0.0,neutral
3ab338c459,delicious,delicious,1.0,positive
c7c7f7f025,FML not having a car is prohibiting finding a job,fml car prohibiting finding job,0.0,neutral
1256e6a4d2,"  lol since I got twitter a little while ago, it seems like loads of people setting up an account",lol since got twitter little ago seems like load people setting account,0.30625,positive
990cdeae87, I want to see David cook!!,want see david cook,0.0,neutral
9a55d83c79, yeh me 2,yeh 2,0.0,neutral
c8307a482d, learning tat the scenic way  din plan to go town but somehow was herded there?,learning tat scenic way din plan go town somehow herded,0.0,neutral
0a21b662a4," i don`t want to do anything specific, i just want to see you and puppy!",want anything specific want see puppy,0.0,neutral
297f7d9e0f,i miss braddddddddd,miss braddddddddd,0.0,neutral
68901906a4,Toy Story 3 trailer premiered with Up. I need my computer back.,toy story 3 trailer premiered need computer back,0.0,neutral
3112944847,ughh on the phone with HP!,ughh phone hp,0.0,neutral
8f8334ffa2,And- hand made by Dan & Jenn -sock blockers ... made from exotic woods ... one of which is called 'purple heart',hand made dan jenn blocker made exotic wood one called heart,0.5,positive
322546026e, yay about breaking 200!,yay breaking 200,0.0,neutral
e6c154f9be,sadly,sadly,-0.5,negative
e96d849b35,parties  Tis awesome,party ti awesome,1.0,positive
124e30d941,happy,happy,0.8,positive
fbb5742bbb,_Adel they didn`t reply yet.. wait till they confirm.. in case somebody might have translated it already..,reply yet wait till confirm case somebody might translated already,0.0,neutral
e90acf3c42,thats rough.,thats rough,-0.1,neutral
0b0944285d,might have to go back much earlier than expected. bye bye bay area,might go back much earlier expected bye bye bay area,-0.03333333333333333,neutral
a11da2d3bf,"Playin City of Villains, wishin my buddies were playin with me.....",playin city villain wishin buddy playin,0.0,neutral
161bfc7c8a,good,good,0.7,positive
4a65010643, riley hacked my twitter!  hahaha :],riley hacked twitter hahaha,0.35,positive
1b460c82f0,Big Sad Face   Bing doesn`t work on iPhone.  It just takes you to the regular mobile Live search.,big sad face bing work iphone take regular mobile live search,-0.09090909090909091,neutral
43e91a5488,liked,liked,0.6,positive
410dd99aa3,man im so sad school is ending  but then again high school might be better :O,man im sad school ending high school might better,0.052500000000000005,neutral
b3eadfc565,"Folks thought it was hilarious when I told them the story, and then they saw the shirt I wore tonight.  Laughter all night.",folk thought hilarious told story saw shirt wore tonight laughter night,0.5,positive
480894125b,the absoute best,absoute best,1.0,positive
001617fca4,oh my god!!! i cried so much!!! watch this guys from BGT  http://bit.ly/5t5Xz,oh god cried much watch guy bgt http,0.390625,positive
52f2f23473,My near daily exercise is starting to show results.,near daily exercise starting show result,0.03333333333333333,neutral
e7e27b0c91, Welcome!,welcome,1.0,positive
834dc73c0c,Bout to hit pmark then make one of my final meals wit the housemates..,bout hit pmark make one final meal wit housemate,0.0,neutral
aeb0e9d730,: you get to go home and i have to go to work,get go home go work,0.0,neutral
c672c9da1d,voted for  on CMT.com,voted,0.0,neutral
cbee1946d3,nice,nice,0.6,positive
b1999f0951,sunburn,sunburn,0.0,neutral
25510fbf89,nice,nice,0.6,positive
bcb9426abb,I wish I could go to #BEA this weekend.,wish could go bea weekend,0.0,neutral
0d29624200,"I <3 Rupert Grint......& of the boy, Ive accepted tht I do fancy him  But im certain he doesnt feel the same so its not worth telling him",3 rupert grint boy ive accepted tht fancy im certain doesnt feel worth telling,0.26607142857142857,positive
3f0f5891ab,love,love,0.5,positive
0b34e66ea3,ok so this eye doctor guy is taking forever and i`m sitting in a cold room by myself...what? A jerk!,ok eye doctor guy taking forever sitting cold room jerk,-0.125,negative
11de8c0456,Lost,lost,0.0,neutral
d5712716e9,thank,thank,0.0,neutral
3f90f95beb,pretty funny,pretty funny,0.25,positive
c108e09b19,TweetDeck is acting really strange! Hum........ reinstall maybe. Update on the horizon? Or is it just another Adobe memory leak,tweetdeck acting really strange hum reinstall maybe update horizon another adobe memory leak,-0.03125,neutral
7223fdccc2,tikcets are only ï¿½91...each...BUT I SO WANT TO GO,tikcets want go,0.0,neutral
f254748cdb,Happy,happy,0.8,positive
256453d14f,Ryan`s,ryan,0.0,neutral
8fd01857a9,is dreaming of the weekend... awake!,dreaming weekend awake,0.0,neutral
37227c0dbf,**** me.,,0.0,neutral
20aff2fcb1, yay but you missed naptime,yay missed naptime,0.0,neutral
ca223af36e,Good,good,0.7,positive
90977e9614,I love Norton Ghost.,love norton ghost,0.5,positive
433b1ab9ea,comfy,comfy,0.0,neutral
37771d1bc1,_celeste  finally some sleep in silence,finally sleep silence,0.0,neutral
fa99046452,im just up :-| and its 12:43 :O  im so lazy thank god its a bank holiday,im im lazy thank god bank holiday,-0.1,neutral
14760477ad,is pretty dang tired. but chambers class is for napping.,pretty dang tired chamber class napping,-0.07500000000000001,neutral
da908a6635,i have to poop...   is hogging the shitter,poop hogging shitter,0.0,neutral
2053a455e9,YES! Im down to 50% full on my dvr  i was at 98% like 3 days ago... lol I swear if I didnt have a dvr I would never watch tv,yes im 50 full dvr 98 like 3 day ago lol swear didnt dvr would never watch tv,0.3314814814814815,positive
1ea547383b,Happy,happy,0.8,positive
6634c62acf,Hahaha!,hahaha,0.25,positive
c7240790da,support,support,0.0,neutral
08ede23635,good,good,0.7,positive
4e87dcff0e, what are you? flavor of the day?,flavor day,0.0,neutral
4b0b53bc98,weathers let me down this morning...ugh!...hada gd nite tho!,weather let morning ugh hada gd nite tho,-0.19444444444444445,negative
fd3a622954,Just listened to condre scr and got an invitation to watch their live concert on June 20th in Munich http://bit.ly/DAXA0  #postrock,listened condre scr got invitation watch live concert june 20th munich http postrock,0.06818181818181818,neutral
e34af4fd97,don`t,,0.0,neutral
0e8aa10a4e, that`s a very cute picture ... but you don`t get fat from licking BBQs ... he must have found some chops on someone else`s ...,cute picture get fat licking bbqs must found chop someone else,0.65,positive
29148dc95c,love,love,0.5,positive
56a15cf6ca,hate,hate,-0.8,negative
b99969c2fb,is ONLiNE  http://plurk.com/p/stjdg,online http,0.0,neutral
b0f3142cb4,bundy. in 3 days.!!!! warm weather here i come!,bundy 3 warm weather come,0.75,positive
5ff525b74b,Wondering if i cld make things any worse than they already are... answer.. JUST DID!!!,wondering cld make thing worse already answer,-0.78125,negative
4fd80e66e0,a Dutch marketing agency is asking job applicants to apply in 140 characters or less  http://www.energize.nl/twillicitatie/,dutch marketing agency asking job applicant apply 140 character less http,-0.16666666666666666,negative
e77a8f8f2d,spoiled,spoiled,0.0,neutral
4ea7102112,I completely agree,completely agree,0.1,neutral
6a14956779,"If we don`t pack, she can`t leave, right?",pack leave right,0.2857142857142857,positive
7c2fcb712e, ****  lol....where u headed to?,lol u headed,0.0,neutral
cdd172d6a7,great,great,0.8,positive
d2a21b3cb7,wldn`t have missed so many opportunities haha,wldn missed many opportunity haha,0.35,positive
799e17e7a7,it`s nice to leave the office when the sun is still up,nice leave office sun still,0.6,positive
0a49cdbdf6,miss,miss,0.0,neutral
4a13c1093d," between the Garlic Pills, the Spider bite between your toe (LOL-Classic) and you always being hungry. U are killing me 2 funny",garlic pill spider bite toe always hungry u killing 2 funny,0.25,positive
9407ce6ccc, *sighs* Ah well.  Maybe my second email will clear it up and get him approved.,sigh ah well maybe second email clear get approved,0.049999999999999996,neutral
820f19ca44,"  Missed all your tweets again Joe, **** that time difference!!! (UK) Dont 4get about your fave supporters in the UK!!!  ****",missed tweet joe time difference uk dont 4get fave supporter uk,0.0,neutral
683bb73c09, --that came to my mind. So I said it. And it has now been adapted into my family`s vocabulary,came mind said adapted family vocabulary,0.0,neutral
0d14593b11,looking forward to body works today,looking forward body work today,0.0,neutral
9ac13b3739,messed,messed,0.0,neutral
16ee71e6df,Sadly I think I know exactly were you put it--in the expired drawer   Those things have a life span of less than two years,sadly think know exactly put expired drawer thing life span less two year,-0.13888888888888887,negative
f5d47f04f5," Too much? No, not unless one of the pillows ends up suffocating the one sleeping next to you.",much unless one pillow end suffocating one sleeping next,-0.09999999999999999,neutral
e131c496a2,Meeting my best friend first thing in the morning to the gym! Omg I am still so shocked. I hope you will get better soon,meeting best friend first thing morning gym omg still shocked hope get better soon,0.278125,positive
bc6d7b4364,Wow that was fast...next up Soderling or Ferrer. Gilles Simon lost,wow fast next soderling ferrer gilles simon lost,0.1,neutral
c87be630b5, Yup theory is GREAT but the reality is beyond imagination...  I also made the same planning not knowing VS will FAIL on me,yup theory great reality beyond imagination also made planning knowing v fail,0.10000000000000002,positive
e4ad1684bb,glad,glad,0.5,positive
f7835156a5, woot!,woot,0.0,neutral
03bb148b87,"'I don`t like Monday, i wish it were sunday, cause that`s my fun day.'  that was my freaking jam when i was little.   i miss it.",like monday wish sunday cause fun day freaking jam little miss,0.056249999999999994,neutral
b47c430fda, ???    ?????? - http://bit.ly/nAcK2,http,0.0,neutral
0234e16010,"Waiting for the last movie to finish then am test screening Ghost of Girlfriends Past, glass of wine and lolly bag in hand, yay!",waiting last movie finish test screening ghost girlfriend past glass wine lolly bag hand yay,-0.15625,negative
be9ed19513,Happy,happy,0.8,positive
bf7240df91,Must head back to the office,must head back office,0.0,neutral
2f883c6eb1,dirty.,dirty,-0.6,negative
a1320a5050,http://twitpic.com/4w67k - Camping at black butte lake,http camping black butte lake,-0.16666666666666666,negative
d72a60bee8," are you getting my messages or do you have to add me to recieve them, soz I`m new to this",getting message add recieve soz new,0.13636363636363635,positive
bc9ebe0002,I hate my life,hate life,-0.8,negative
64ddc1f8a2,sick,sick,-0.7142857142857143,negative
03f6b8d900,****!,,0.0,neutral
2d475b1b23,unfair,unfair,-0.5,negative
87473f5175,crying,cry,-0.2,negative
7a09871d21,_Brown been holding onto this one for a while  http://twitpic.com/4w5eh,holding onto one http,0.0,neutral
96ec2855e4,kiddo!,kiddo,0.0,neutral
45cf9ba329,Back from town and my Mac crashed on me  but it`s better now,back town mac crashed better,0.25,positive
bab68144cd,ARCHIE ANDREWS WHAT WERE YOU THINKING?! veronica?,archie andrew thinking veronica,0.0,neutral
fc49e426f5,best,best,1.0,positive
a172818c9e,Best,best,1.0,positive
036191bb61,not old enough,old enough,-0.025,neutral
3ef85c201c,bummer,bummer,0.0,neutral
ea348ea738, He is the truth! But what about Maxwell? You can`t forget the future father of my children!,truth maxwell forget future father child,0.0,neutral
fd10f463c9,http://twitpic.com/665jw The racoons ate our bread!,http racoon ate bread,0.0,neutral
e6e02e1be6,Be sure to let the moms you know how fabulous you think they are!!,sure let mom know fabulous think,0.5625,positive
8112c62d00,"_in_a_story Glad I`m not the only one. He`s our baby, and I`m terrified he`ll think we`re never coming back.",glad one baby terrified think never coming back,0.16666666666666666,positive
0f89951346,stupid,stupid,-0.7999999999999999,negative
f3ec0395b0,  it`s very pleasant. i sooo rarely just have time to kill...,pleasant sooo rarely time kill,0.6266666666666667,positive
37ffa83550,thank you!!,thank,0.0,neutral
cb8c730261,good,good,0.7,positive
be33b5cb9a,Again working on the internet shop ... don`t think we will achieve the goal of uploading by the previously set time   Will keep going,working internet shop think achieve goal uploading previously set time keep going,-0.16666666666666666,negative
4fed31099f,sucked,sucked,0.0,neutral
de288eb45b, what causes the frustration buddy?,cause frustration buddy,0.0,neutral
7ab82d9fda,THANK YOU!,thank,0.0,neutral
9d8a45d308,saddenning depressing dullful upsetting dreadful,saddenning depressing dullful upsetting dreadful,-0.8,negative
d25c4179f6,sorry,sorry,-0.5,negative
6cd35dd82e," I do my humble best  Going on a works paintball day soon so that should fuel a few strips, no doubt",humble best going work paintball day soon fuel strip doubt,0.20000000000000004,positive
65275b51e2,going to bed  cant take thiss any longeerr maan. [U],going bed cant take thiss longeerr maan u,0.0,neutral
9fae9e3145,good luck!,good luck,0.875,positive
e515132ae4, Thanks...I really do appreciate that. I know it will be the hardest thing I have ever done,thanks really appreciate know hardest thing ever done,0.2,positive
df3c7485ae,I`ll miss you guys!,miss guy,0.0,neutral
bd8ba2ad7e,love,love,0.5,positive
58be40735c,stopped,stopped,0.0,neutral
b5a0a16fd7," Hi Simon, let me know when it`s done",hi simon let know done,0.0,neutral
044f146e5c,Had an amazing night with my favorite lady friend,amazing night favorite lady friend,0.55,positive
a8e17db0cc,Poor,poor,-0.4,negative
abda0ac082,is fixin to clean the house for my mom for mother`s day,fixin clean house mom mother day,0.3666666666666667,positive
b01506af48,"Why do you think people say, 'save the drama fo yo mama?' I`m sure even yo mama wouldn`t wanna listen to ur drama. Ode to mother`s day!",think people say drama fo yo mama sure even yo mama wan na listen ur drama ode mother day,0.625,positive
53969f2468,hate,hate,-0.8,negative
4df63939ef,failed,failed,-0.5,negative
f43efa3560,PRETTY..,pretty,0.25,positive
c89e41fc7c, follow me too,follow,0.0,neutral
b9ec075666,bought three books!! yipee!!  now who`s with me on that read-ten-books-during-the-summer thing?,bought three book yipee thing,0.0,neutral
ca333e378d,bored!,bored,-0.625,negative
5a91b175f6,", goodnight",goodnight,0.0,neutral
ac00adda49,sick,sick,-0.7142857142857143,negative
cf9dc7479a," but i do emily ahahha you scare me, so it would work",emily ahahha scare would work,0.0,neutral
005e2e60d3,Now I need to change my monitor,need change monitor,0.0,neutral
0b1fad03e9," I know dude, i`m doing re-runs, making Jenny watch them now too so we can have conversations LOL.  Haven`t been online much",know dude making jenny watch conversation lol online much,0.5,positive
2c72a5582a,WHAT ABOUT ME ??  I VOTE EVERY DAY FOR YOU !!!!!,vote every day,0.0,neutral
af0778ed50,fun.,fun,0.3,positive
1e0416ec46,"just rocked home from maccas, and now signing a petition for big bang to tour aus  LOL",rocked home maccas signing petition big bang tour au lol,0.4,positive
1e6f72ea44,sick..,sick,-0.7142857142857143,negative
cc930f7aa8, eagerly anticipating twitpics,eagerly anticipating twitpics,0.0,neutral
9c202174a3,"Lots of tasks to complete today. First, wecloming new members to Canadamigos Social Networking site, www.canadamigos.com, and coffee",lot task complete today first wecloming new member canadamigos social networking site coffee,0.12992424242424241,positive
b9a1df7a8a,sux,sux,0.0,neutral
7b3132d3cc,chillen trying to figure this thing out gettin drunk,chillen trying figure thing gettin drunk,-0.5,negative
5f80970983,yay doctors  now interview then back 2 the doctor`s for blood work,yay doctor interview back 2 doctor blood work,0.0,neutral
f008d91039,Filming at a carnival for my music video... It reminds me of the Cherry Festival that I used to go to back home... Ahhh memories...,filming carnival music video reminds cherry festival used go back home ahhh memory,0.0,neutral
c223721eed,I`m siiiiiickkk  I dun feel good!!,siiiiiickkk dun feel good,1.0,positive
7f8a3308f8, Propellerheads has been on my harddrive for a long while. Just got my music repo back in shape this WE and felt nostalgic,propellerheads harddrive long got music repo back shape felt nostalgic,-0.18333333333333335,negative
3f7adda0a4,Glorious,glorious,0.0,neutral
6c60cf0bb2,sorry,sorry,-0.5,negative
f77651be05,would wish the severe migrains would stop!!! doc`s prescriptions arent working,would wish severe migrains would stop doc prescription arent working,0.0,neutral
aff740a028,lovely,lovely,0.5,positive
c3f1116734,Suck,suck,0.0,neutral
4b57011c85,revising for exams,revising exam,0.0,neutral
cb4266c560,laughed,laughed,0.7,positive
dcb3bb2912, Hi Jordan i`m gonna all of u...I know ur busy and i know ur probably tired. but please reschedule NC. don`t leave us out.,hi jordan gon na u know ur busy know ur probably tired please reschedule nc leave u,-0.15000000000000002,negative
f61b40624e,__joy i feel like red lea now,feel like red lea,0.4,positive
b6d2229b03, I`d love to but I think the trek from London would be a bit too much,love think trek london would bit much,0.35,positive
299fda8c5b, hey hey,hey hey,0.0,neutral
fbea09d42d,thinks revising in the garden from 8 this morning without sunscreen isnt the best idea ive had  oucccccccch,think revising garden 8 morning without sunscreen isnt best idea ive oucccccccch,1.0,positive
1b62e0c672,miserable,miserable,-1.0,negative
2452a0aa6a, i know they are delicious.miss germany but like holland as well as we used to shoppin there at weekends.lol,know germany like holland well used shoppin,0.0,neutral
8a821c6d63," LOL, very true. Maybe next year. I loooved that siggy, and I don`t remember what the password for the mod thing was  Cake?",lol true maybe next year loooved siggy remember password mod thing cake,0.36374999999999996,positive
0f93ebfb23," lol, get watching it again  hehe",lol get watching hehe,0.8,positive
dd655c5aee,Hope you did great - you,hope great,0.8,positive
e94ceb6edd, btw - downloaded iphone 3.0 sdk,btw downloaded iphone sdk,0.0,neutral
61e8b484df,Straighening my hair and its not going as straight as i want it to be what a  bummerrr for me,straighening hair going straight want bummerrr,0.2,positive
5be41389ce,Sad,sad,-0.5,negative
bd0f0ebc57," me? A doctor? *laughs* oh, no, no, no. I was _crane`s patient at Arkham Aslyum, but now I work for him",doctor laugh oh patient arkham aslyum work,0.0,neutral
772ba56ce6,Morning all! Have a GREAT DAY! Off to school I go,morning great day school go,1.0,positive
390f00c85a,"now, in a weird mood  muahaz",weird mood muahaz,-0.5,negative
4a680661d5,congrats!,congrats,0.0,neutral
e2505e6219,thanks,thanks,0.2,positive
0d85e6d515,"Done at Disneyland, kid`s knocked out, stopped by the hotel bar and grabbed a grey goose & tonic on the way up...peace",done disneyland kid knocked stopped hotel bar grabbed grey goose tonic way peace,-0.05,neutral
086671fad9, ok. lol. i miss you too. i hope your cramps get better. i know how painful they can be.,lol miss hope cramp get better know painful,0.275,positive
9c99cd9396,good,good,0.7,positive
f35cc8bb35,keeps coming up.,keep coming,0.0,neutral
5ba64af2fd,*pouts*,pout,0.0,neutral
dbd82ea5bd, its hilarious,hilarious,0.5,positive
8b6c53f38b,love,love,0.5,positive
e8cb7f18bd,Happy,happy,0.8,positive
9ea273deaa,lost,lost,0.0,neutral
cf0d831059,starting the video editing of the first spanking movie we did with Mina ... it will be added to the next update,starting video editing first spanking movie mina added next update,0.08333333333333333,neutral
8f0bafc9dc,"   In effect, your podcast IS the audio version of your book. Isn`****? (plus, it has the added charm of banter  )",effect podcast audio version book plus added charm banter,0.0,neutral
0888d7dab7,"Sunny synday morning. Nicole is up later than usual, mommy got some sleep",sunny synday morning nicole later usual mommy got sleep,-0.125,negative
04d3c2d056,Browsing  find everything about university & interior design.,browsing find everything university interior design,0.0,neutral
8bbaca6e4b,I have not tweeted for SIXTEEN DAYS! I miss it =( I`ve been having fun though! =D Ingrid on mon was frakking awesome  BBQ today!,tweeted sixteen day miss fun though ingrid mon frakking awesome bbq today,0.40625,positive
4a9529e753, visit si fr joemar dito bataan (frm camiguin) & sum of my ofcmates& i are supposed to meet him this saturday  can`t luwas,visit si fr joemar dito bataan frm camiguin sum ofcmates supposed meet saturday luwas,0.0,neutral
8be2d4f69f,I am soo excited,soo excited,0.375,positive
d9c10546e6,Ugh,ugh,0.0,neutral
90be8eaffb,commercials,commercial,0.0,neutral
8ba332dbbd, we`ll test that theory  with no right arm to strum with.  Got a feelin I`ll be humming my new tunes for a while,test theory right arm strum got feelin humming new tune,-0.003246753246753248,neutral
1086c26e82,That`s so cool.,cool,0.35,positive
b357b9e7d2,Amazing,amazing,0.6000000000000001,positive
0050eebd18,  tis very useful indeed esp. for newbies like me!,ti useful indeed esp newbie like,0.48750000000000004,positive
426cb788e5,Gonna go and see my sister at Mount Sinai ....  she`s there for at least another 24 hours.,gon na go see sister mount sinai least another 24 hour,-0.3,negative
d30d23e543, it was just the handle tg,handle tg,0.0,neutral
04a204382a,backe backe... MUFFINS!!!,backe backe muffin,0.0,neutral
2bc1a7126b,relaxing,relaxing,0.0,neutral
a2fb29c072,lasttt mondayyy of classs,lasttt mondayyy class,0.0,neutral
a2bbae6c4c,fun!,fun,0.375,positive
